genre,pl_id,artist_name,track_name,track_pop,track_isrc,yt_link,viewCount
soulful house,spotify:playlist:5KloWVVDflJ495FWRbh0QE,Anane,Parole Parole - Ananes Mix,19,GBKQU1546475,https://www.youtube.com/watch?v=7TRuH22a3nk,67900
fidget house,spotify:playlist:6vat2V2zBVw4cVQyp62EBQ,"Mixhell,Joe Goddard,Mutado Pintado,Soulwax",Crocodile Boots - Soulwax Remix,27,GBJX35116004,https://www.youtube.com/watch?v=hA7sSmH2AZk,27034
kuduro,spotify:playlist:1BRJmIuTmwJPrwQdusX91F,Johnny Bravo,CUIDA DA TUA VIDA,26,QZNWW2041099,https://www.youtube.com/watch?v=_03fUrOEiAg,75000
nitzhonot,spotify:playlist:4LfTA71lypx7XfDpvMZXae,"Asia 2001,Goa Gil",Vertige - Goa Gil Burning Man Mix,28,IL1210503002,https://www.youtube.com/watch?v=83-SxV_ceXc,71846
hardstyle,spotify:playlist:49gROGYXXsoGl3DQxGcmdb,Proto Bytez,Connect,23,NLS761800066,https://www.youtube.com/watch?v=uSBpoAUw9Ao,26158
kuduro,spotify:playlist:1BRJmIuTmwJPrwQdusX91F,"Gaia Beat,Os Bantus",Le Ignora (feat. Os Bantus),24,TCADF1750699,https://www.youtube.com/watch?v=Vi-ibjv1-7o,30714
nitzhonot,spotify:playlist:4LfTA71lypx7XfDpvMZXae,"Etnica,Loud",Trip Tonight - Loud Remix,24,USA2P1600497,https://www.youtube.com/watch?v=2i3iZcroZAk,51438
sovietwave,spotify:playlist:4WQXurIqquq1yIaIbxWsSa,Протон-4,За пределами млечного пути,25,FR96X1752269,https://www.youtube.com/watch?v=Vzp9sAfIMTo,5342
sovietwave,spotify:playlist:4WQXurIqquq1yIaIbxWsSa,Priroda,8080,36,RUA1H1935563,https://www.youtube.com/watch?v=ve81BNWbC5s,44106
fidget house,spotify:playlist:6vat2V2zBVw4cVQyp62EBQ,"Rico Tubbs,Phlegmatic Dogs",Chemistry - Phlegmatic Dogs Remix,12,QZ5FN1771442,https://www.youtube.com/watch?v=qtIjwklnisY,14046
alternative dance,spotify:playlist:5LwcdWTCx2JoWeVVWOYsGj,Late of the Pier,Random Firl,36,GBAYE0800841,https://www.youtube.com/watch?v=kizqKWeFmhk,33830
fidget house,spotify:playlist:6vat2V2zBVw4cVQyp62EBQ,"The Squatters,Little Nikki,Fawks",Rude Boy - Fawks Remix,12,AUVC01530231,https://www.youtube.com/watch?v=hPZB-wZp2PE,110624
kuduro,spotify:playlist:1BRJmIuTmwJPrwQdusX91F,DJ Xandy Oliveira,Malhão,20,QZES51900271,https://www.youtube.com/watch?v=bEjCBo5GwyY,24309
fidget house,spotify:playlist:6vat2V2zBVw4cVQyp62EBQ,"Udachi,Jubilee",Smoke Rings,10,USYBL1000472,https://www.youtube.com/watch?v=H-a0YirtI-M,62684
alternative dance,spotify:playlist:5LwcdWTCx2JoWeVVWOYsGj,"Classixx,Local Natives",Weekends,34,USD8D2082001,https://www.youtube.com/watch?v=gaBVdqC-13c,12547
nitzhonot,spotify:playlist:4LfTA71lypx7XfDpvMZXae,"Eyal Barkan,Yahel",Voyage - Radio Edit,21,NLE710332221,https://www.youtube.com/watch?v=SkneeSu1wI4,6492
alternative dance,spotify:playlist:5LwcdWTCx2JoWeVVWOYsGj,Delphic,Counterpoint,29,GBUM70901600,https://www.youtube.com/watch?v=oZ7SEdVFmDM,69199
alternative dance,spotify:playlist:5LwcdWTCx2JoWeVVWOYsGj,Datarock,Fa Fa Fa - (Album Version),26,NOCFK0501040,https://www.youtube.com/watch?v=smvtr4GHKp4,114765
hardvapour,spotify:playlist:3uxKTCL9tzfBk4waAP3u9F,"bl00dwave,Runners Club 95",You,36,QZHN52100377,https://www.youtube.com/watch?v=9Vd83Bzlf1U,4050
hardvapour,spotify:playlist:3uxKTCL9tzfBk4waAP3u9F,Eyeliner,Pinot Noir,37,usdy41569418,https://www.youtube.com/watch?v=6kczFL-vV-w,17186
hardvapour,spotify:playlist:3uxKTCL9tzfBk4waAP3u9F,King Quartz,Dancing (Who I Am),35,TCACM1665151,https://www.youtube.com/watch?v=K7zpMVP4iJw,11959
sovietwave,spotify:playlist:4WQXurIqquq1yIaIbxWsSa,Группа «Тигры»,Котик,12,uscgh1854591,https://www.youtube.com/watch?v=dAS5bruoQZg,9175
nitzhonot,spotify:playlist:4LfTA71lypx7XfDpvMZXae,Afgin,Old Is Gold (Part 2),9,SEYOK0994585,https://www.youtube.com/watch?v=GjDSUU2dW_I,7853
kuduro,spotify:playlist:1BRJmIuTmwJPrwQdusX91F,B Show,Fartos,10,DEH742046066,https://www.youtube.com/watch?v=bg2nGEZWpzQ,12732
bubblegum dance,spotify:playlist:2FYJ3kw41qQGBtIDhusO7L,Look Twice,Move That Body (Radio Edit),39,FISCA1000025,https://www.youtube.com/watch?v=G9It3f_5IEA,34410
bubblegum dance,spotify:playlist:2FYJ3kw41qQGBtIDhusO7L,Scooch,Flying the Flag (For You) - Eurovision 2007 UK Version,38,GBAHT0700151,https://www.youtube.com/watch?v=-SpZyu05Zps,47534
hardvapour,spotify:playlist:3uxKTCL9tzfBk4waAP3u9F,"猫 シ Corp.,t e l e p a t h テレパシー能力者",目覚め,28,USA2P1941623,https://www.youtube.com/watch?v=CeuVoBx4AM0,6043
hardvapour,spotify:playlist:3uxKTCL9tzfBk4waAP3u9F,BAKGROUND,Gotham Love,21,UKA2G1927002,https://www.youtube.com/watch?v=ASDsCaFZHm4,7091
folktronica,spotify:playlist:6JPd0xG3fBmhUSlxsTfPyW,Matthew Young,Dummy Line,8,QZ8LD1991116,https://www.youtube.com/watch?v=7oM5T74Piak,7936
sovietwave,spotify:playlist:4WQXurIqquq1yIaIbxWsSa,The Violent Youth,Хорошо одному,20,AEA0Q2049099,https://www.youtube.com/watch?v=bxxMrwo0mtU,7709
bubblegum dance,spotify:playlist:2FYJ3kw41qQGBtIDhusO7L,"Jenny Rom,Zippers",Waka Laka - EMC2 Mix,20,ITJ040100750,https://www.youtube.com/watch?v=m6xX06p8eHg,48005
bubblegum dance,spotify:playlist:2FYJ3kw41qQGBtIDhusO7L,"Yamboo,Dr. Alban",Sing Hallelujah - Radio Version,16,DEN950501380,https://www.youtube.com/watch?v=TwmD6PBHBm0,4612
bubblegum dance,spotify:playlist:2FYJ3kw41qQGBtIDhusO7L,"Banaroo,Carsten Wegener,Timo Hohnholz",Dubi Dam Dam,15,DEBA20500001,https://www.youtube.com/watch?v=0zoSzwK0BdM,4806
nitzhonot,spotify:playlist:4LfTA71lypx7XfDpvMZXae,Cosmosis,Martian Blues,23,USQY50907082,https://www.youtube.com/watch?v=xzVc7D29ddk,19225
chicago house,spotify:playlist:6Wel9lJLvOpiZHBJNF19jn,"Steve ""Silk"" Hurley,Sharon Pass",The Word Is Love - Silks Anthem Mix,8,USHWH1300901,https://www.youtube.com/watch?v=gmW75JvwnYQ,14357
downtempo,spotify:playlist:5zxj55xrB53As97uvt5x8x,Kruder & Dorfmeister,King Size,39,ATFLO2000006,https://www.youtube.com/watch?v=3Yi45PEPLxg,30204
nu skool breaks,spotify:playlist:6BfYBqrSm30CXrqFwecv5d,Elite Force,The Law of Life,23,DEZ651004378,https://www.youtube.com/watch?v=FWUluByxDEk,8189
nu skool breaks,spotify:playlist:6BfYBqrSm30CXrqFwecv5d,Drumattic Twins,Feelin Kinda Strange,33,GBFEK0200059,https://www.youtube.com/watch?v=eVwG_hTul7g,11288
downtempo,spotify:playlist:5zxj55xrB53As97uvt5x8x,All India Radio,Four Three,36,uscgj0700381,https://www.youtube.com/watch?v=IWi2ujL5dM4,53440
sovietwave,spotify:playlist:4WQXurIqquq1yIaIbxWsSa,The Violent Youth,Солнце,25,AEA0D2026616,https://www.youtube.com/watch?v=3DI1ArHIsg0,16200
nu skool breaks,spotify:playlist:6BfYBqrSm30CXrqFwecv5d,"Rob Le Pitch,Tom Real,The Rogue Element",Twisted - Tom Real & Rogue Element Remix,14,GBCYY0600174,https://www.youtube.com/watch?v=eoF5uNiKAwk,13537
kwaito,spotify:playlist:20RJLH7bkXLWkHdvrdcszw,Zola,Stars,27,ZAE080600061,https://www.youtube.com/watch?v=PrfeVsQfCZ4,116930
speed garage,spotify:playlist:74tAe4b6IqbWoEZPusHk5d,"Ramsey & Fen,Lynsey Moore",Love Bug - Original Bump Mix,34,GBLV61400470,https://www.youtube.com/watch?v=VV6UYY-m4XA,73340
downtempo,spotify:playlist:5zxj55xrB53As97uvt5x8x,Etro Anime,Danger,31,ushm20501149,https://www.youtube.com/watch?v=i-7jSlNII4o,83435
downtempo,spotify:playlist:5zxj55xrB53As97uvt5x8x,AYA,Nobody Knows Me,30,US33Q0401603,https://www.youtube.com/watch?v=L3g4KOR1jgQ,95427
folktronica,spotify:playlist:6JPd0xG3fBmhUSlxsTfPyW,Tunng,Death Is the New Sex,35,GBJXP2039002,https://www.youtube.com/watch?v=czdfjVFTGoM,28515
chicago house,spotify:playlist:6Wel9lJLvOpiZHBJNF19jn,"Jovonn,Ian Pooley",Pianos of Gold - Ian Pooley Mix,37,NLL561807849,https://www.youtube.com/watch?v=WyKKRCQyFG4,57787
nu skool breaks,spotify:playlist:6BfYBqrSm30CXrqFwecv5d,"Rektchordz,Sean DeClase,Chris Gresswell",Higher - Chris Gresswell Remix,13,AUVC01333751,https://www.youtube.com/watch?v=rBWXC74UUSU,55001
nu skool breaks,spotify:playlist:6BfYBqrSm30CXrqFwecv5d,"Beat Assassins,Phibes",Home Grown - Phibes Remix - Edit,38,GBFG92000161,https://www.youtube.com/watch?v=IJ5w_JAF1DA,48024
chicago house,spotify:playlist:6Wel9lJLvOpiZHBJNF19jn,Glenn Underground,Servants Jaz House,32,GBEWK9700072,https://www.youtube.com/watch?v=1NGqD8CGpfI,28312
downtempo,spotify:playlist:5zxj55xrB53As97uvt5x8x,Faithless,Insomnia - Radio Edit,12,GBBXH9600001,https://www.youtube.com/watch?v=Y-1jrzuJas4,31652
alternative hip hop,spotify:playlist:2kHQTJJWXc54i8mX8ndYdf,"Count Bass D,Snoop Dogg",Too Much Pressure,37,QMKDG1700033,https://www.youtube.com/watch?v=6BxxtL8jpo4,27741
alternative hip hop,spotify:playlist:2kHQTJJWXc54i8mX8ndYdf,"Jake One,MF DOOM",Trap Door (feat. MF Doom),37,USBWK0700276,https://www.youtube.com/watch?v=4NUEyTuCB8A,90341
alternative hip hop,spotify:playlist:2kHQTJJWXc54i8mX8ndYdf,Homeboy Sandman,Go Hard,36,QM6MZ2123953,https://www.youtube.com/watch?v=jCY2w8tiFJM,113811
hauntology,spotify:playlist:7yKED2Klt77liZOLVAwzma,Pram,Shimmer and Disappear,35,GBCEL1800064,https://www.youtube.com/watch?v=RHhXXMOSyw0,45586
hauntology,spotify:playlist:7yKED2Klt77liZOLVAwzma,Cavern of Anti-Matter,Phase Modulation Shuffle (Edit),33,GB5P51800026,https://www.youtube.com/watch?v=XVNhXIaXtFI,19662
kwaito,spotify:playlist:20RJLH7bkXLWkHdvrdcszw,Mzambiya,Zola (Bulldawgz Anthem),20,ZA56E1407807,https://www.youtube.com/watch?v=CmFNT5W78-Q,44741
alternative hip hop,spotify:playlist:2kHQTJJWXc54i8mX8ndYdf,"Prince Paul,De La Soul",More Than U Know,31,USTB10301354,https://www.youtube.com/watch?v=NU25K1tgmEY,16190
kwaito,spotify:playlist:20RJLH7bkXLWkHdvrdcszw,Pro Kid,Wozobona,20,USA2P1354717,https://www.youtube.com/watch?v=APl-rM19foQ,77638
alternative hip hop,spotify:playlist:2kHQTJJWXc54i8mX8ndYdf,"Planet Asia,Snowgoons,Jay Royale,DJ Access",Pistol Grip Pump,25,DEZC62171271,https://www.youtube.com/watch?v=ED1RakIeOMA,6181
folktronica,spotify:playlist:6JPd0xG3fBmhUSlxsTfPyW,Minute Taker,Running up That Hill (A Deal with God),24,uscgj1925347,https://www.youtube.com/watch?v=nHsHJdbwKJ8,5826
hauntology,spotify:playlist:7yKED2Klt77liZOLVAwzma,Steve Hauschildt,Subtractive Skies,31,US2J71904602,https://www.youtube.com/watch?v=HrycygWeYDc,9026
hauntology,spotify:playlist:7yKED2Klt77liZOLVAwzma,"Laurel Halo,Hodge",Tru,30,GBRYX1800233,https://www.youtube.com/watch?v=7O5a5rUR2uo,33922
amapiano,spotify:playlist:7xgfzFRkpWzI55LljwwuhO,"Team Delela,Aembu,Lemamo,Blaque Juice","Bopedi (feat. Aembu, Lemamo & Blaque Juice)",8,ZAOXK2000006,https://www.youtube.com/watch?v=ftqx7bjG9qA,21749
kwaito,spotify:playlist:20RJLH7bkXLWkHdvrdcszw,Brothers of Peace,Zabalaza,18,ZAA640700244,https://www.youtube.com/watch?v=D0srlWeNmyM,49930
folktronica,spotify:playlist:6JPd0xG3fBmhUSlxsTfPyW,The One AM Radio,Good Intentions,17,ushm21317609,https://www.youtube.com/watch?v=npj4S64pqes,27469
chicago house,spotify:playlist:6Wel9lJLvOpiZHBJNF19jn,Virgo Four,"In a Vision - 12"" Version",22,GBBLG1300237,https://www.youtube.com/watch?v=eeAncRZ8BW8,13838
folktronica,spotify:playlist:6JPd0xG3fBmhUSlxsTfPyW,Songs Of Green Pheasant,I Am Daylights,14,GBDCA0500509,https://www.youtube.com/watch?v=8OCX87WysPU,9361
chicago house,spotify:playlist:6Wel9lJLvOpiZHBJNF19jn,Phuture,Rise From Your Grave - Wake Da F___ Up Mix,21,USSR39207301,https://www.youtube.com/watch?v=2Yt1k2YyDCs,119713
speed garage,spotify:playlist:74tAe4b6IqbWoEZPusHk5d,R.I.P Productions,Pick Me Up - Licenced Mix,26,GBESM1100004,https://www.youtube.com/watch?v=ZRKFOQQbq60,31033
speed garage,spotify:playlist:74tAe4b6IqbWoEZPusHk5d,"Somore,Damon Trueitt",I Refuse (What You Want) - Industry Standard Club Mix,20,USAQN1280105,https://www.youtube.com/watch?v=nHtK6q3z1k8,19894
dream trance,spotify:playlist:0m1icO5Ea5t8btM4xQ7mHT,Out Of Grace,Anglia,35,NLF711102680,https://www.youtube.com/watch?v=g7KN4CtuWCk,70632
speed garage,spotify:playlist:74tAe4b6IqbWoEZPusHk5d,Fabulous Baker Boys,Oh Boy - Ramsay & Fen Remix,21,GBTYZ0800373,https://www.youtube.com/watch?v=jcUGU9ii_Vg,77063
dream trance,spotify:playlist:0m1icO5Ea5t8btM4xQ7mHT,Cosmic Baby,Loops of Infinity - Contemplative,23,DEBY30730210,https://www.youtube.com/watch?v=8tylMp_i80w,6681
speed garage,spotify:playlist:74tAe4b6IqbWoEZPusHk5d,"Somore,Damon Trueitt",I Refuse (What You Want) - Phil Weeks Remix,16,USAQN1280101,https://www.youtube.com/watch?v=7jyHqzZfxJE,73823
chillstep,spotify:playlist:22pjJtfW7sA4PiaruUB5yN,The Walton Hoax,All Recklessness Aside,8,USA2P1232583,https://www.youtube.com/watch?v=_iEs__A5Aik,6556
hauntology,spotify:playlist:7yKED2Klt77liZOLVAwzma,Lee Noble,Paradise Life,10,USA2P1958421,https://www.youtube.com/watch?v=0COzYcZwaVY,17907
footwork,spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm,"Fracture,Nah Eeto",Shada Shada,33,UKEWB1600175,https://www.youtube.com/watch?v=IycF3ftPA8U,10210
speedcore,spotify:playlist:0PScKDOlpRri7jiwVxB1qQ,"Goetia,Sandy Warez",Incipit,25,BEFWX1806101,https://www.youtube.com/watch?v=nFvN59DXAAw,12765
speedcore,spotify:playlist:0PScKDOlpRri7jiwVxB1qQ,Drokz,I'm Coming To Take Out All Of Y'all,28,NLFL72100286,https://www.youtube.com/watch?v=zH5_hk-gTvo,23348
dream trance,spotify:playlist:0m1icO5Ea5t8btM4xQ7mHT,"Intrance,Dsign",Te Quierro '97 - Intrance Single Cut,18,DEK971410456,https://www.youtube.com/watch?v=DZ4XVbRdk00,8462
footwork,spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm,Ital Tek,Violet,29,USA2B1303606,https://www.youtube.com/watch?v=5wAyCESGIEA,22392
latin house,spotify:playlist:4RAw5T49Kgd7BdsFsWe4qS,"Heller & Farley Project,Johan S,Low Steppa",Ultra Flava - Low Steppa & Johan S Remix,32,GBCPZ2017696,https://www.youtube.com/watch?v=gPW4H2eItxw,42689
dream trance,spotify:playlist:0m1icO5Ea5t8btM4xQ7mHT,Zhi-Vago,Celebrate the Love (Radio Mix),15,DER641201122,https://www.youtube.com/watch?v=9Asx_w7spR8,98760
dream trance,spotify:playlist:0m1icO5Ea5t8btM4xQ7mHT,C.M.,Dream Universe - Marino.S.pace Remix,13,NLD919700870,https://www.youtube.com/watch?v=KZTq00f86q8,44706
amapiano,spotify:playlist:7xgfzFRkpWzI55LljwwuhO,"DJ Chase,Bo,DJ Sue",I Found Love Ft Bo & DJ Sue,16,ZA61Q1900016,https://www.youtube.com/watch?v=SacWFcthiog,8125
latin house,spotify:playlist:4RAw5T49Kgd7BdsFsWe4qS,Liz Torres,Can't Get Enough - Club,27,USA2P1676952,https://www.youtube.com/watch?v=NuvYiYZ0e9g,32245
footwork,spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm,Cakedog,Slide Thru,19,US25X1088263,https://www.youtube.com/watch?v=kG-LdG70xe4,19252
amapiano,spotify:playlist:7xgfzFRkpWzI55LljwwuhO,"Ngwaneso Ngwaneso,ThackzinDJ",Ayikho La,12,ZAA3C1900001,https://www.youtube.com/watch?v=b7ZaW2e2wEo,30028
amapiano,spotify:playlist:7xgfzFRkpWzI55LljwwuhO,ElusiveBoy SA,Gong Gong Gwam (Shaya Mix),11,uscgh1979918,https://www.youtube.com/watch?v=mZSdzjqz8OY,13539
latin house,spotify:playlist:4RAw5T49Kgd7BdsFsWe4qS,"Javi Colors,Dr. Alfred",Feeling Good - Radio Version,20,GBKQU2057241,https://www.youtube.com/watch?v=61QWBRYhJMg,39345
footwork,spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm,Distal,Flowers,14,USYBL1600664,https://www.youtube.com/watch?v=uBTl-aaqGaM,5585
amapiano,spotify:playlist:7xgfzFRkpWzI55LljwwuhO,"El Maestro,Mpho Masello",Simnandi,10,ZAG871900126,https://www.youtube.com/watch?v=okBZnDRCY60,13849
outsider house,spotify:playlist:2B6gPUsTqEgz2W7W6gEOt3,Willie Burns,Lost in the Clouds Again,11,DECY61400010,https://www.youtube.com/watch?v=G5HcPuoJFzU,11823
footwork,spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm,DJ Elmoe,"Whea Yo Ghost At, Whea Yo Dead Man",12,US78Q1010274,https://www.youtube.com/watch?v=Y59djVOutTs,73470
latin house,spotify:playlist:4RAw5T49Kgd7BdsFsWe4qS,DJ Trajic,Feelin' Horny,19,QMTR31200221,https://www.youtube.com/watch?v=BRfr5eKqRSQ,28123
outsider house,spotify:playlist:2B6gPUsTqEgz2W7W6gEOt3,"Call Super,Parris",Chiseler's Rush,30,GBHLW1902766,https://www.youtube.com/watch?v=9XhcYhHDL3A,13821
latin house,spotify:playlist:4RAw5T49Kgd7BdsFsWe4qS,"Sancocho,Raul Acosta",No Es De Verdad,16,USCRI9722911,https://www.youtube.com/watch?v=paPFzCyoyXw,40932
speedcore,spotify:playlist:0PScKDOlpRri7jiwVxB1qQ,Unexist,Kings Never Die - Radio Edit,33,NLFL71600279,https://www.youtube.com/watch?v=KPesaAopabg,6402
chillstep,spotify:playlist:22pjJtfW7sA4PiaruUB5yN,Arkasia,Fight Back,35,USLZJ1519815,https://www.youtube.com/watch?v=XV3G6SF4Vrg,24996
chillstep,spotify:playlist:22pjJtfW7sA4PiaruUB5yN,EvenS,The Highlands Walk,34,GBLFP1575277,https://www.youtube.com/watch?v=SpLwMqfr6ss,32150
outsider house,spotify:playlist:2B6gPUsTqEgz2W7W6gEOt3,1991,Harm Autumn,13,QMFME1397040,https://www.youtube.com/watch?v=IVVec8OfHuQ,7630
drone,spotify:playlist:0HIfTbD7gaDP0rVPqSPNhX,Jefre Cantu-Ledesma,Love's Refrain,37,DEX261600456,https://www.youtube.com/watch?v=nw1bE5UoRVw,16657
chillstep,spotify:playlist:22pjJtfW7sA4PiaruUB5yN,Emily Underhill,Lost in Me - Splinter's eMotion Picture Remix,29,GBKPL1253851,https://www.youtube.com/watch?v=D3cVFot8lPE,120521
speedcore,spotify:playlist:0PScKDOlpRri7jiwVxB1qQ,Dissoactive,Kaak Naar De Tyfus - Original Mix,22,GBKQU1634966,https://www.youtube.com/watch?v=qW359mBOKKY,5133
chillstep,spotify:playlist:22pjJtfW7sA4PiaruUB5yN,Grixis,Stars,19,GBKPL1252987,https://www.youtube.com/watch?v=gpAxUvkSr2U,15707
drone,spotify:playlist:0HIfTbD7gaDP0rVPqSPNhX,Bersarin Quartett,Oktober,34,DEZ651109908,https://www.youtube.com/watch?v=nFNZAmS-3xQ,95274
drone,spotify:playlist:0HIfTbD7gaDP0rVPqSPNhX,Bark Psychosis,Absent Friend,34,GBAAA9401046,https://www.youtube.com/watch?v=j4OSxc9XYRc,91390
hi-nrg,spotify:playlist:3Bf2Oreyh9819D3Mgf3tnK,Sinitta,Toy Boy,36,GBARK8700028,https://www.youtube.com/watch?v=q08yn7baMEQ,27954
hi-nrg,spotify:playlist:3Bf2Oreyh9819D3Mgf3tnK,Evelyn Thomas,High Energy - Almighty Definitive Radio Edit,36,GBEFP0904501,https://www.youtube.com/watch?v=hrNIg8t8lOM,9539
outsider house,spotify:playlist:2B6gPUsTqEgz2W7W6gEOt3,Inga Copeland,A&E,21,GBGCA1300107,https://www.youtube.com/watch?v=8xhxdTlV9P4,8692
ambient,spotify:playlist:6CIyPj34GTpAkNwoWToLNT,36,Orphans of the Sky,38,QZ4JJ1735385,https://www.youtube.com/watch?v=SktR2LK6Iig,25687
hi-nrg,spotify:playlist:3Bf2Oreyh9819D3Mgf3tnK,"People Like Us,Cindy Dickenson",Midnight Lover - Remix,34,AURH00300124,https://www.youtube.com/watch?v=pEySjaLEff8,11169
drone,spotify:playlist:0HIfTbD7gaDP0rVPqSPNhX,Murcof,Fire Thief,31,GBCKB2012113,https://www.youtube.com/watch?v=p7u91GyEcr0,5016
outsider house,spotify:playlist:2B6gPUsTqEgz2W7W6gEOt3,Giant Swan,55 Year Old Daughter,32,GB5P51900226,https://www.youtube.com/watch?v=V49791v5rBI,38555
hi-nrg,spotify:playlist:3Bf2Oreyh9819D3Mgf3tnK,Man 2 Man,Male Stripper - Extended Mix,30,usx9p0737184,https://www.youtube.com/watch?v=E92o4g8834o,16459
speedcore,spotify:playlist:0PScKDOlpRri7jiwVxB1qQ,Dj Smurf,You Are a C**nt - 2019 Version,13,UKACT1940195,https://www.youtube.com/watch?v=eoyzksr7moQ,29585
ambient,spotify:playlist:6CIyPj34GTpAkNwoWToLNT,Mary Lattimore,Sometimes He's In My Dreams,37,US2J72007004,https://www.youtube.com/watch?v=5g2AGGI_FLM,24059
suomisaundi,spotify:playlist:2oDlfDr6DS4hmKtIkLjdTf,Salakavala,Natto License,8,USQY50966933,https://www.youtube.com/watch?v=qN4aj4U4kck,5951
ambient,spotify:playlist:6CIyPj34GTpAkNwoWToLNT,Rudy Adrian,Message of Dolphins,35,USSP51626016,https://www.youtube.com/watch?v=onxaSSE2oEU,4552
suomisaundi,spotify:playlist:2oDlfDr6DS4hmKtIkLjdTf,Tekniset,Metsänhaltija,9,FIFDR1100002,https://www.youtube.com/watch?v=7HbLZSKyjzc,79238
ambient,spotify:playlist:6CIyPj34GTpAkNwoWToLNT,Pan-American,The Cloud Room,34,USNCB1317501,https://www.youtube.com/watch?v=4eJIPotVIoI,27664
plunderphonics,spotify:playlist:7mknhkyxBSQoGbmO6STTog,"People Like Us,Cindy Dickenson",Midnight Lover - Remix,34,AURH00300124,https://www.youtube.com/watch?v=pEySjaLEff8,11169
frenchcore,spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2,"Nosferatu,Hellsystem",Adrenalin Pumping,39,NLQS92100057,https://www.youtube.com/watch?v=m0AS_mehpII,25019
frenchcore,spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2,"Andy the Core,Republic",Takin' Over,37,NLFL72000313,https://www.youtube.com/watch?v=R9PcPXVbqeU,102348
ambient,spotify:playlist:6CIyPj34GTpAkNwoWToLNT,Masayoshi Fujita,Tears of Unicorn,32,GBWZD1507501,https://www.youtube.com/watch?v=U58uG8O0bYg,105943
frenchcore,spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2,"Andy the Core,Nightshift",Moshpit,36,NLFL72000198,https://www.youtube.com/watch?v=GFP8UG2qiJQ,17320
hi-nrg,spotify:playlist:3Bf2Oreyh9819D3Mgf3tnK,Jeanie Tracy,Can I Come over and Play with You Tonight,12,GBRH31200073,https://www.youtube.com/watch?v=N28WWNuvghs,25124
frenchcore,spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2,"Sprinky,Death Faction",Kryptonite,35,NLS161801329,https://www.youtube.com/watch?v=LeNg7pry25A,63808
plunderphonics,spotify:playlist:7mknhkyxBSQoGbmO6STTog,Negativland,Drink It Up,16,US2830401702,https://www.youtube.com/watch?v=Kai-mgp8cEw,32589
drone,spotify:playlist:0HIfTbD7gaDP0rVPqSPNhX,Infinite Body,Dive,15,USJLE1092801,https://www.youtube.com/watch?v=bXmE3l8XBGA,20919
frenchcore,spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2,"JKLL,Radium",Come Again,31,NLD231904091,https://www.youtube.com/watch?v=RtwHyVzr01c,72862
plunderphonics,spotify:playlist:7mknhkyxBSQoGbmO6STTog,"Eclectic Method,The Needle Drop",Clunky Heavy Raunchy Gritty,10,SE5BU1736025,https://www.youtube.com/watch?v=9P4SIbsu6vM,3984
liquid funk,spotify:playlist:5mu96o6F1pWzA5C9R8LAOm,"Zero T,Steo",Can't Hide,34,GBIGR1953001,https://www.youtube.com/watch?v=VT7RJI8GAWA,59760
kwaito,spotify:playlist:20RJLH7bkXLWkHdvrdcszw,"Brown Dash,Lebo M.",Back 2 Kasi (Feat. Lebo M),20,ZA78E1309291,https://www.youtube.com/watch?v=kSXsnOSq8FY,48950
liquid funk,spotify:playlist:5mu96o6F1pWzA5C9R8LAOm,"Total Science,Break",Lightweight - Break Remix,32,GBHYE2000016,https://www.youtube.com/watch?v=D1WiNNfUvSM,72204
liquid funk,spotify:playlist:5mu96o6F1pWzA5C9R8LAOm,"Paul SG,DJ Marky",Cafe International,30,NLCK41072802,https://www.youtube.com/watch?v=3GCW-KkhDmA,4215
liquid funk,spotify:playlist:5mu96o6F1pWzA5C9R8LAOm,"Electrosoul System,Satl",Satless - Original Mix,28,IEHHA1700020,https://www.youtube.com/watch?v=u3qj9Y-LwB8,4678
chillwave,spotify:playlist:5pDD5tz9aQULzowpuKMSep,Balam Acab,Motion,37,GBCW31200038,https://www.youtube.com/watch?v=jvWtof409u8,92906
plunderphonics,spotify:playlist:7mknhkyxBSQoGbmO6STTog,"People Like Us,Cindy Dickenson",Reincarnation,25,AURH00300125,https://www.youtube.com/watch?v=ZT4daavZz_4,120786
chillwave,spotify:playlist:5pDD5tz9aQULzowpuKMSep,Sun Glitters,Too Much to Lose - The Synthwave Version,36,QZ9JZ1796445,https://www.youtube.com/watch?v=BrFdFMH3NHo,5523
liquid funk,spotify:playlist:5mu96o6F1pWzA5C9R8LAOm,Random Movement,Waterlogged,19,GBGPZ1000012,https://www.youtube.com/watch?v=jEDzFXyB3A4,29169
chillwave,spotify:playlist:5pDD5tz9aQULzowpuKMSep,Computer Magic,Self Control,36,TCAEO1952088,https://www.youtube.com/watch?v=29DP_A4oLYk,23111
suomisaundi,spotify:playlist:2oDlfDr6DS4hmKtIkLjdTf,Texas Faggott,Narkpsy,10,FIEXC0800003,https://www.youtube.com/watch?v=aS0rX4rMx9E,112937
