,genre,pl_id,artist_name,track_name,track_pop,track_isrc,yt_link,viewCount
2053,big beat,spotify:playlist:370tEYE4lZui1vrufdq7xy,Depth Charge,Legend of the Golden Snake - Single Version,39,GBHKS9500001,https://www.youtube.com/watch?v=s3YTWDG4j1k,30321
10251,japanoise,spotify:playlist:5EVoGPRq1fYIcLhFCUiydQ,"Hijokaidan,Jun Togawa",肉屋のように,9,JPTE01508230,https://www.youtube.com/watch?v=bLX92qmYpfc,103428
12310,minimal techno,spotify:playlist:68uxlFAvnITCyQs0U8qr6n,Sven Väth,Dein Schweiss,36,DEQ200001221,https://www.youtube.com/watch?v=KE8sSjHwiQ4,58708
2076,big beat,spotify:playlist:370tEYE4lZui1vrufdq7xy,Renegade Soundwave,Renegade Soundwave - Leftfield Remix;1994,21,GBAJH9300076,https://www.youtube.com/watch?v=QLjQRgBuN9M,63327
12318,minimal techno,spotify:playlist:68uxlFAvnITCyQs0U8qr6n,"Michael Mayer,Miss Kittin",Voyage Interieur,31,DEG931600898,https://www.youtube.com/watch?v=lDW9Xq1jTXo,23791
6185,electroacoustic improvisation,spotify:playlist:2jGo6vr6swUBugWe7n2bzj,Oren Ambarchi,Corkscrew,15,GBJYX0561201,https://www.youtube.com/watch?v=PD7A_wYnyck,6765
6187,electroacoustic improvisation,spotify:playlist:2jGo6vr6swUBugWe7n2bzj,"Fennesz,Ryuichi Sakamoto",haru,11,JPB600675703,https://www.youtube.com/watch?v=cvy4A9PwSnw,64699
8235,ghettotech,spotify:playlist:0zturCsng8jMo3Pf2EXufv,Waxmaster,Party Starter #2,12,US-AQB-05-00177,https://www.youtube.com/watch?v=55vkDJJHEOI,5220
8240,ghettotech,spotify:playlist:0zturCsng8jMo3Pf2EXufv,Jammin the House Gerald,Pump That Shit Up - Original Mix,10,DEK601504041,https://www.youtube.com/watch?v=AwQp4_uKzQk,17611
62,acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Armando,151 - Original Mix,26,NL-P43-09-10359,https://www.youtube.com/watch?v=TJImPdPGkWM,37360
63,acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"DJ Sneak,Demuir",Untouchable Funk,26,GBQ5W1700033,https://www.youtube.com/watch?v=8gFmv1PhWxM,10251
10307,japanoise,spotify:playlist:5EVoGPRq1fYIcLhFCUiydQ,Afrirampo,ミラクルラッキーガールズ,12,JPB621003527,https://www.youtube.com/watch?v=XXZ4kh4Lv1M,52794
12362,minimal wave,spotify:playlist:61AMB6Oddyl1hEUBd9A9sc,Solid Space,Tenth Planet,36,USA2P1701368,https://www.youtube.com/watch?v=QpnTSxUNOm4,21865
14415,ragga jungle,spotify:playlist:1w8TCr2tpXhXXHLmYS5gkv,RCola,Nuttin A Go So,25,GB8KE1000405,https://www.youtube.com/watch?v=0TnVU-Q0-Xs,85763
2133,bitpop,spotify:playlist:5QV9DIzmUFiUiyBGWWAuGc,Welle: Erdball,Mumien im Autokino,35,DEA451904380,https://www.youtube.com/watch?v=YEh75mfN_Uw,45830
12378,minimal wave,spotify:playlist:61AMB6Oddyl1hEUBd9A9sc,Malaria!,You You,31,DEH219100607,https://www.youtube.com/watch?v=HPlW2RXuNhM,8873
4191,deconstructed club,spotify:playlist:3uwJeZkSKE219OiTdOV0b0,"COUCOU CHLOE,Shygirl",JUICY,39,UKQNV1900050,https://www.youtube.com/watch?v=zAv9XDhBKIw,15585
8287,glitch,spotify:playlist:27smuYGRZZl9q0BCwda8en,Oval,Do While ⌘X,34,USTJ20303607,https://www.youtube.com/watch?v=RYSTR9bA9wQ,7413
16482,uk funky,spotify:playlist:4lK54lu5nxD3iMlCXMIQwx,DJ Naughty,Quicktime - Roska Remix,20,GB-YFC-10-00004,https://www.youtube.com/watch?v=UrPAOtsaEiI,7571
2150,bitpop,spotify:playlist:5QV9DIzmUFiUiyBGWWAuGc,Dat Politics,Dizzy Zip,26,DEK590663105,https://www.youtube.com/watch?v=SUXx7hfgT2o,41400
4091,death industrial,spotify:playlist:5Wh6LBCI5BX6VVLfkcJ1g6,Uboa,Detransitioning,28,GBSMU6434093,https://www.youtube.com/watch?v=xdrENgoDXOo,25487
4201,deconstructed club,spotify:playlist:3uwJeZkSKE219OiTdOV0b0,oqbqbo,Rei,34,GBHLW1900337,https://www.youtube.com/watch?v=VhxkfGZSfUI,7000
130,acid jazz,spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ,Marc Moulin,Into the Dark,38,BEI010111301,https://www.youtube.com/watch?v=00y8OskYY2U,51667
10377,jazz house,spotify:playlist:4L9GKyeqZOi5rHUoqDZd6z,Madcat,Call Me Ishmael,38,FR96X1822960,https://www.youtube.com/watch?v=vE95VNiq6zQ,82776
8330,glitch,spotify:playlist:27smuYGRZZl9q0BCwda8en,"Radian,Rafael de la Torre",Detalles,13,ARF411001449,https://www.youtube.com/watch?v=NQ1AyUbzWvU,7741
10383,jazz house,spotify:playlist:4L9GKyeqZOi5rHUoqDZd6z,Madcat,Sunset,38,QM4TX1862766,https://www.youtube.com/watch?v=eGkfqt3C9aQ,50412
14484,ragga jungle,spotify:playlist:1w8TCr2tpXhXXHLmYS5gkv,Filip Motovunski,Ta pa tap,21,HRA791601501,https://www.youtube.com/watch?v=WKgmiZAquTc,28852
164,acid jazz,spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ,Cloud Nine,Gonna Be Alright (Nookie Remix) [2011 Remastered Mix],18,GBKPL1139899,https://www.youtube.com/watch?v=Grq9SBcvWkM,11010
16550,uk funky,spotify:playlist:4lK54lu5nxD3iMlCXMIQwx,Lil Silva,Making Sense,35,GBENL1802241,https://www.youtube.com/watch?v=Zu54jzBIMqE,69367
6311,electroclash,spotify:playlist:2lvWEEJ981sRN5GQzBvayl,FPU,Crockett's Theme,35,CAT390400029,https://www.youtube.com/watch?v=WDLy4rGPpoA,63788
14528,raggatek,spotify:playlist:4UPY78QrXrmlSAE722apfN,RonRon,Raggatek,9,FR2W01200130,https://www.youtube.com/watch?v=KCSG-k4VJwI,36713
14529,raggatek,spotify:playlist:4UPY78QrXrmlSAE722apfN,"T-Menace,Vandal",Smoke My Herb,16,FR0U91601129,https://www.youtube.com/watch?v=xnFmTilnyjA,7668
6341,electroclash,spotify:playlist:2lvWEEJ981sRN5GQzBvayl,Dirty Sanchez,Fucking On The Dance Floor,18,USA370581647,https://www.youtube.com/watch?v=alMO8l9LUs0,39371
2248,bleep techno,spotify:playlist:74l4cXfulumPoQ7EyasgY8,Neil Landstrumm,Tension In New York - Original Mix,17,DEK601820032,https://www.youtube.com/watch?v=s1D9jt3dsJ8,5664
12494,moombahton,spotify:playlist:7iszolrnuUqc01LQaBqqII,"Happy Colors,Magic Juan",Chévere,27,USSD11700122,https://www.youtube.com/watch?v=2V1DX7HMcsI,54764
12498,moombahton,spotify:playlist:7iszolrnuUqc01LQaBqqII,The Underdogs,Nog Eentje Dan,26,QZDA71927655,https://www.youtube.com/watch?v=ZC0ornfqHk8,13567
16599,uk garage,spotify:playlist:62PxpGVt45pYZ8O66VVZWP,Heartless Crew,The Heartless Theme AKA Superglue Riddim,37,GBDLM1400577,https://www.youtube.com/watch?v=e0nW1pn8oso,21061
2268,bleep techno,spotify:playlist:74l4cXfulumPoQ7EyasgY8,Neil Landstrumm,Tension In New York,10,GBWWA1500206,https://www.youtube.com/watch?v=6UxcPuFaNAQ,49297
8413,goa trance,spotify:playlist:7iuklwaJAAJFkN7FEGPDvo,Blue Planet Corporation,Overbloody Flood - Astral Projection Remix,16,GBKQU1492047,https://www.youtube.com/watch?v=Eud8gkhkI9U,45513
8421,goa trance,spotify:playlist:7iuklwaJAAJFkN7FEGPDvo,Artifact303,Beyond Lightspeed,12,SEYOK1110093,https://www.youtube.com/watch?v=wz9AQNjme2o,22685
240,acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Stef Mendesidis,Memorex,30,NLCK41072478,https://www.youtube.com/watch?v=-PI9peVYZKo,36036
245,acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,TAFKAMP,Boy Is Bangin,29,NLCK41029730,https://www.youtube.com/watch?v=8Zsx5tXdgMY,54612
4355,deep house,spotify:playlist:4ZRv1fFjjwpgAcosytT3bd,Motor City Drum Ensemble,L.O.V.E. - Radio Edit,32,DEG931100086,https://www.youtube.com/watch?v=lUPMC3vgAA4,38445
4359,deep house,spotify:playlist:4ZRv1fFjjwpgAcosytT3bd,"Stephanie Cooke,Kenny Bobien,DJ Spen,Gary Hudgins",Love's Been Right Here - DJ Spen & Gary Hudgins Remix,30,USA671200489,https://www.youtube.com/watch?v=ksvn7qVsLXQ,21577
12554,neurofunk,spotify:playlist:4Pbi9IXKK2lD9VnHO2wGxO,Receptor,Avocado,39,GB8KE1957958,https://www.youtube.com/watch?v=87wby97Uck8,29166
8463,gqom,spotify:playlist:0V6rAUFWyVrTdxt701eZDh,"Dominowe,Tk DaMagnet,Amanda",Uk'gruva,8,UKKXY1700049,https://www.youtube.com/watch?v=NPdddS2FxBk,5320
10517,jazztronica,spotify:playlist:69OpOkQ8dkxZGn4If6ry6G,Xploding Plastix,"Treat Me Mean, I Need the Reputation",31,NOMEA0004011,https://www.youtube.com/watch?v=Emh35eYyoFo,7522
12567,neurofunk,spotify:playlist:4Pbi9IXKK2lD9VnHO2wGxO,Bad Company UK,The Nine - Remastered,36,GBTEL1400013,https://www.youtube.com/watch?v=o2Vh4lGRNoQ,94064
10521,jazztronica,spotify:playlist:69OpOkQ8dkxZGn4If6ry6G,Moca,Latein,29,DEDW91700815,https://www.youtube.com/watch?v=KyKBf0sHIic,120987
16671,uk garage,spotify:playlist:62PxpGVt45pYZ8O66VVZWP,Jameson & Viper,Selecta (Urban Heroes) - Full Vocal Mix,15,GBAAN0201106,https://www.youtube.com/watch?v=S_Jvy5cgHDA,107717
16680,uplifting trance,spotify:playlist:2bV5j3UH5k9rMxJywzTYKu,"Daniel Kandi,Prox",Space Tonic,33,GBLV62030201,https://www.youtube.com/watch?v=yrRboxBoBZM,5937
2345,boogie,spotify:playlist:4vLb33ufLI6jjyGh4jpz9P,Saucy Lady,On The Floor,17,GBKQU1713315,https://www.youtube.com/watch?v=njcFJ2CtQVY,31593
2349,boogie,spotify:playlist:4vLb33ufLI6jjyGh4jpz9P,McKenzie & Gardiner,From Time - Groove Version,16,UK45J1300001,https://www.youtube.com/watch?v=fSjvTdPY_YQ,9116
6452,electronica,spotify:playlist:6I0NsYzfoj7yHXyvkZYoRx,Kruder & Dorfmeister,King Size,39,ATFLO2000006,https://www.youtube.com/watch?v=3Yi45PEPLxg,30209
6459,electronica,spotify:playlist:6I0NsYzfoj7yHXyvkZYoRx,Jacques Greene,Promise,21,GB5P52100056,https://www.youtube.com/watch?v=PA0b4B6MqwY,6814
14659,rawstyle,spotify:playlist:1EICh4qNolTgW5VnUDpXg7,Devin Wild,Blinded,36,NLS762100051,https://www.youtube.com/watch?v=APwdphGHFn8,95136
