participant	af1:1	af1:2	af1:3	af1:4	af1:5	af1:6	af1:7	af1:8	guttman:1	guttman:2	guttman:3	guttman:4	guttman:5	att0:1	att0:2	att0:3	att0:4	att1:1	att1:2	att1:3	att1:4	testexperiment:1	PROLIFIC_PID	STUDY_ID	SESSION_ID	TIME_start	TIME_end	TIME_total
s.7f2812ed-6547-4ef3-bd90-4594fb8447af.txt	1	1	4	4	2	1	2	2	1	1	2	2	2	5	4	1	1	3	3	3	1	iat.2022-06-25-1518.data.7f2812ed-6547-4ef3-bd90-4594fb8447af.txt	5df76aff2d2185502504d15c	628b85eadfa9f719427604ce	62b708e70f41a0636d516ad8	2022-06-25-15-09	2022-06-25-15-18	9
s.48a9149f-d18f-42c6-8a59-c94fb8b694ad.txt	2	3	5	5	3	1	1	1	1	1	1	1	2	5	5	2	2	3	3	3	3	iat.2022-06-25-1223.data.48a9149f-d18f-42c6-8a59-c94fb8b694ad.txt	608539cd54e4230bbaaf4959	628b85eadfa9f719427604ce	62b6e05b4322ef992b784cf2	2022-06-25-12-16	2022-06-25-12-23	7
s.c5fc4742-0a2b-4611-aa43-bfac4602c088.txt	1	2	4	3	2	1	1	1	2	2	2	2	2	4	4	1	1	3	3	3	3	iat.2022-06-26-1219.data.c5fc4742-0a2b-4611-aa43-bfac4602c088.txt	60ecadbc339c0f0e49a9c370	628b85eadfa9f719427604ce	62b82f1064ad95321958ca56	2022-06-26-12-04	2022-06-26-12-19	15
s.34ddb50a-2e38-4035-8cd6-d2082d49a29b.txt	3	3	4	4	4	1	2	2	1	1	1	1	1	4	4	3	2	4	3	4	2	iat.2022-06-25-1525.data.34ddb50a-2e38-4035-8cd6-d2082d49a29b.txt	60c939c438c389b49847c08b	628b85eadfa9f719427604ce	62b70af2b08e5b233af6cc6c	2022-06-25-15-17	2022-06-25-15-25	8
s.4350d38d-79e1-436a-b126-936a39b0aede.txt	1	2	4	1	1	1	1	1	1	1	2	2	2	4	4	2	3	4	2	5	3	iat.2022-06-27-1813.data.4350d38d-79e1-436a-b126-936a39b0aede.txt	5f27df9a9858eb0008fd7aa3	628b85eadfa9f719427604ce	62b9d4d5080ac99992509ff1	2022-06-27-18-03	2022-06-27-18-13	10
s.3b0dd8b7-fc49-4fc1-8d1e-c6297b9217d3.txt	1	4	5	4	4	1	1	2	1	1	1	1	2	5	2	1	1	3	2	4	2	iat.2022-06-25-1208.data.3b0dd8b7-fc49-4fc1-8d1e-c6297b9217d3.txt	612ccc537fd00ae8b3e8b95f	628b85eadfa9f719427604ce	62b6dcc35c10fbaee3f5c59f	2022-06-25-12-00	2022-06-25-12-08	8
s.fae4d937-316e-4bb3-ac3b-273f17984c02.txt	4	3	5	4	3	2	4	4	1	1	1	1	1	3	4	3	3	3	3	3	2	iat.2022-06-25-1414.data.fae4d937-316e-4bb3-ac3b-273f17984c02.txt	5f285902166da3151b01faf2	628b85eadfa9f719427604ce	62b6fa1c46140763d6f5c5ab	2022-06-25-14-05	2022-06-25-14-14	9
s.74d23095-4fca-4f15-8e9e-2b5e7de62456.txt	1	2	2	2	2	1	1	1	1	2	2	2	2	4	4	2	2	4	2	4	2	iat.2022-06-25-2010.data.74d23095-4fca-4f15-8e9e-2b5e7de62456.txt	60f5a332d13bb868d7724c52	628b85eadfa9f719427604ce	62b74d7e0053247335a89e06	2022-06-25-20-01	2022-06-25-20-10	9
s.7480a1c3-0023-441c-b2ba-63ac204e4ab5.txt	2	2	4	4	3	1	1	4	1	1	1	1	1	4	2	4	2	5	3	2	2	iat.2022-06-25-1405.data.7480a1c3-0023-441c-b2ba-63ac204e4ab5.txt	6024c1edf9b0e11f13c59cbd	628b85eadfa9f719427604ce	62b6f7f92831c1ebc79e33a5	2022-06-25-13-56	2022-06-25-14-05	9
s.04c8f586-2cc2-40b5-bced-d047b07ee5cb.txt	1	3	3	3	3	1	2	4	1	1	1	2	2	5	4	2	2	3	2	4	2	iat.2022-06-25-1159.data.04c8f586-2cc2-40b5-bced-d047b07ee5cb.txt	61641b8573a9dcd29ba9d87b	628b85eadfa9f719427604ce	62b6da68ac9978cdef5def40	2022-06-25-11-50	2022-06-25-11-59	9
s.e5d68b44-c255-4ab6-99a0-6e13a6d0b70f.txt	2	3	4	4	2	1	2	4	1	1	1	2	2	4	5	3	3	3	3	3	3	iat.2022-06-25-1608.data.e5d68b44-c255-4ab6-99a0-6e13a6d0b70f.txt	5f33ead9400eee2403448c32	628b85eadfa9f719427604ce	62b714e236b95cc243dffc7d	2022-06-25-16-00	2022-06-25-16-08	8
s.d7822fd7-e1ee-4f66-b89d-74c13b1be041.txt	1	3	5	4	4	1	1	1	1	1	1	1	2	5	2	1	1	5	2	4	2	iat.2022-06-26-1524.data.d7822fd7-e1ee-4f66-b89d-74c13b1be041.txt	609e866bea124d8bae2e1ce8	628b85eadfa9f719427604ce	62b85c1bd75310331fc33209	2022-06-26-15-16	2022-06-26-15-24	8
s.76fc12de-20c4-4089-8be9-1c1e593797be.txt	2	2	2	2	1	1	2	1	1	1	1	2	2	4	4	2	2	3	3	3	2	iat.2022-06-27-1026.data.76fc12de-20c4-4089-8be9-1c1e593797be.txt	5d8346167ed176001888204d	628b85eadfa9f719427604ce	62b965463621ccb189ba271d	2022-06-27-10-07	2022-06-27-10-26	19
s.44d02a49-b798-4c0a-9852-1ee192abdaeb.txt	3	5	5	4	2	2	4	3	1	1	1	1	1	4	4	3	3	4	2	4	2	iat.2022-06-26-0041.data.44d02a49-b798-4c0a-9852-1ee192abdaeb.txt	5d39dd63c49dae00016065c7	628b85eadfa9f719427604ce	62b78d33056e9104a11c5765	2022-06-26-00-33	2022-06-26-00-41	8
s.15e10e10-956a-4420-8f66-01fbc33dce99.txt	1	1	3	3	1	1	1	1	1	2	2	2	2	5	3	2	2	3	2	3	2	iat.2022-06-25-1516.data.15e10e10-956a-4420-8f66-01fbc33dce99.txt	5ef698a927c8ea38d5bcc192	628b85eadfa9f719427604ce	62b70889265931231a1a987b	2022-06-25-15-07	2022-06-25-15-16	9
s.eab27d9c-0aa7-4b9d-906c-b27c891d98a0.txt	3	3	5	4	3	1	1	1	1	1	1	1	2	5	4	2	3	4	3	3	2	iat.2022-06-25-1323.data.eab27d9c-0aa7-4b9d-906c-b27c891d98a0.txt	5f0471a92ec97b6d1aec7739	628b85eadfa9f719427604ce	62b6ee0915e25ce5d6f5c5c6	2022-06-25-13-14	2022-06-25-13-23	9
s.f90cd791-96e1-4698-8667-5db23b3fea9b.txt	2	1	5	4	2	1	1	1	1	1	1	1	2	4	5	1	3	4	2	4	2	iat.2022-06-25-1338.data.f90cd791-96e1-4698-8667-5db23b3fea9b.txt	615e2e6bb4b4ab6fa6f6086f	628b85eadfa9f719427604ce	62b6f157478139cdfab08dd3	2022-06-25-13-28	2022-06-25-13-38	10
s.d07d39ee-c751-415f-b9c5-dbf9043c6d04.txt	1	1	3	4	1	1	1	2	1	1	2	2	2	4	2	1	1	4	2	1	1	iat.2022-06-25-1207.data.d07d39ee-c751-415f-b9c5-dbf9043c6d04.txt	60b3576258dd0303232cb158	628b85eadfa9f719427604ce	62b6dc0f700e19b7bbf14aa0	2022-06-25-11-57	2022-06-25-12-07	10
s.58136ddd-6a3f-4d5d-88ea-f33e48420c59.txt	3	3	5	4	4	2	3	3	1	1	1	1	1	4	4	3	2	3	3	3	2	iat.2022-06-27-0829.data.58136ddd-6a3f-4d5d-88ea-f33e48420c59.txt	5f8eed755fcafb0baa531301	628b85eadfa9f719427604ce	62b94c016f1440bba62cdb98	2022-06-27-08-19	2022-06-27-08-29	10
s.bd6d0555-e4ab-4e79-acf6-69478a2b025c.txt	3	2	5	4	2	1	1	2	1	1	1	2	2	5	4	4	3	1	3	2	1	iat.2022-06-25-2044.data.bd6d0555-e4ab-4e79-acf6-69478a2b025c.txt	5e85fb52694b68049c112544	628b85eadfa9f719427604ce	62b755cf8e0ccf32687d1f07	2022-06-25-20-37	2022-06-25-20-44	7
s.d38c1cfb-31bb-4230-8d1d-57e6be52ed5b.txt	3	2	4	4	2	1	3	2	1	1	1	1	2	4	4	3	3	3	2	4	3	iat.2022-06-27-1121.data.d38c1cfb-31bb-4230-8d1d-57e6be52ed5b.txt	5ea718879d28c80bf38bcb7f	628b85eadfa9f719427604ce	62b9743681f926de4d2703bd	2022-06-27-11-11	2022-06-27-11-21	10
s.075fe491-37d4-42d7-8201-bab547c30da3.txt	1	1	4	4	1	1	1	1	1	1	1	2	2	4	4	2	2	2	3	5	1	iat.2022-06-25-1507.data.075fe491-37d4-42d7-8201-bab547c30da3.txt	60bd04a3749e1ca47e54d3e1	628b85eadfa9f719427604ce	62b706b2a659a4633863c059	2022-06-25-14-59	2022-06-25-15-07	8
