participant	af1:1	af1:2	af1:3	af1:4	af1:5	af1:6	af1:7	af1:8	guttman:1	guttman:2	guttman:3	guttman:4	guttman:5	att0:1	att0:2	att0:3	att0:4	att1:1	att1:2	att1:3	att1:4	testexperiment:1	PROLIFIC_PID	STUDY_ID	SESSION_ID	TIME_start	TIME_end	TIME_total
s.0b0235cd-fcdf-4754-a91f-a2570ad56a1b.txt	1	2	5	5	2	1	1	1	1	1	1	1	2	5	5	2	1	3	3	3	3	iat.2022-07-25-1824.data.0b0235cd-fcdf-4754-a91f-a2570ad56a1b.txt	608539cd54e4230bbaaf4959	62d91d8a8acf42b997a53e67	62dec1acc786ebda602bcd18	2022-07-25-18-15	2022-07-25-18-24	9
s.1f1f721b-a9e3-4010-b0c0-04f2b43f6ded.txt	1	2	4	4	2	1	2	2	1	1	2	2	2	5	4	1	1	3	1	4	2	iat.2022-07-26-2032.data.1f1f721b-a9e3-4010-b0c0-04f2b43f6ded.txt	61641b8573a9dcd29ba9d87b	62d91d8a8acf42b997a53e67	62e0315a4dc422b6dcc2e205	2022-07-26-20-24	2022-07-26-20-32	8
s.dcee0b33-98f4-4e95-978f-0745e5f5f98e.txt	2	4	4	3	4	1	2	2	1	1	1	1	2	4	4	2	2	4	1	5	2	iat.2022-07-25-1658.data.dcee0b33-98f4-4e95-978f-0745e5f5f98e.txt	5da839f66f11e500123e30c7	62d91d8a8acf42b997a53e67	62dead3fad16f11d141bd439	2022-07-25-16-48	2022-07-25-16-58	10
s.0e0bbc78-0beb-453b-b8d9-743a78581575.txt	2	1	1	2	1	1	2	2	1	1	1	2	2	4	4	2	2	3	3	3	2	iat.2022-07-25-1539.data.0e0bbc78-0beb-453b-b8d9-743a78581575.txt	5d8346167ed176001888204d	62d91d8a8acf42b997a53e67	62de995a27750658968984c8	2022-07-25-15-28	2022-07-25-15-39	11
s.e0124f2e-d312-4302-926b-36f87aff6a2d.txt	1	1	4	3	3	1	1	1	1	1	1	1	2	4	5	2	3	4	2	5	2	iat.2022-07-25-1814.data.e0124f2e-d312-4302-926b-36f87aff6a2d.txt	615e2e6bb4b4ab6fa6f6086f	62d91d8a8acf42b997a53e67	62debef892b5e40279496869	2022-07-25-18-04	2022-07-25-18-14	10
s.c11efc0c-5c54-466e-b297-bf147b0b4bb7.txt	1	2	5	2	2	1	3	3	1	1	1	1	1	2	4	2	2	4	2	5	1	iat.2022-07-25-1905.data.c11efc0c-5c54-466e-b297-bf147b0b4bb7.txt	608c349d8e7f57e8f84d3a27	62d91d8a8acf42b997a53e67	62decb2e74ed48f752d8d6fd	2022-07-25-18-57	2022-07-25-19-05	8
s.801b76bd-ee81-40fa-89e9-780623589770.txt	1	1	2	2	2	1	1	1	1	2	2	2	2	4	4	1	2	4	2	4	2	iat.2022-07-25-1526.data.801b76bd-ee81-40fa-89e9-780623589770.txt	60f5a332d13bb868d7724c52	62d91d8a8acf42b997a53e67	62de97c4b102f5fa6e288850	2022-07-25-15-17	2022-07-25-15-26	9
s.8458c3de-7ce2-4818-a898-17c337f7a0c4.txt	2	4	4	4	3	1	2	3	1	1	1	1	1	4	4	4	2	3	3	3	2	iat.2022-07-25-1655.data.8458c3de-7ce2-4818-a898-17c337f7a0c4.txt	5f8eed755fcafb0baa531301	62d91d8a8acf42b997a53e67	62deacb4ddd18fd5e890f2ab	2022-07-25-16-46	2022-07-25-16-55	9
s.a4bbbe3e-7a19-4479-ac92-638f6bd0b785.txt	4	4	5	5	3	1	4	5	1	1	1	2	2	5	4	2	1	3	3	3	2	iat.2022-07-25-1802.data.a4bbbe3e-7a19-4479-ac92-638f6bd0b785.txt	5dee6f4d3b1c9450c5d126fc	62d91d8a8acf42b997a53e67	62debbbe1c656d07a80ed229	2022-07-25-17-50	2022-07-25-18-02	12
s.d160ae7f-81c6-4279-bb75-72afe5b4cd2d.txt	2	4	4	4	4	2	2	2	1	1	1	1	2	4	4	3	4	4	2	5	1	iat.2022-07-26-1908.data.d160ae7f-81c6-4279-bb75-72afe5b4cd2d.txt				2022-07-26-19-00	2022-07-26-19-08	8
s.6064c535-ddac-4055-a0c3-23370f855467.txt	1	2	4	4	2	1	1	2	1	1	1	2	2	4	4	4	2	4	2	5	1	iat.2022-07-25-1527.data.6064c535-ddac-4055-a0c3-23370f855467.txt	610afb895c8cef9f6ec1ac6a	62d91d8a8acf42b997a53e67	62de978ce7de00725d1bd436	2022-07-25-15-16	2022-07-25-15-27	11
s.1db68ab5-9998-4635-bec1-60238365e0ff.txt	2	3	5	3	1	1	1	2	1	1	1	2	2	4	4	2	2	4	1	4	3	iat.2022-07-25-1710.data.1db68ab5-9998-4635-bec1-60238365e0ff.txt	58f50400f4ce600001016db5	62d91d8a8acf42b997a53e67	62deb00f32ff9438bb02811e	2022-07-25-17-01	2022-07-25-17-10	9
s.e19a1e04-941e-4511-805a-d709d4f9d342.txt	3	4	4	4	3	1	1	3	1	1	1	2	2	5	4	2	3	3	3	4	2	iat.2022-07-25-1522.data.e19a1e04-941e-4511-805a-d709d4f9d342.txt	5f444f41d9255617e1ba10ff	62d91d8a8acf42b997a53e67	62de9769e990d0b8ebf1afa2	2022-07-25-15-15	2022-07-25-15-22	7
s.9decdfac-9fe4-483b-86be-c5419fb6c8e9.txt	1	4	5	4	4	1	1	4	1	1	1	1	2	5	5	5	5	3	3	3	3	iat.2022-08-02-0550.data.9decdfac-9fe4-483b-86be-c5419fb6c8e9.txt	609ab970bcff69957427445d	62d91d8a8acf42b997a53e67	62e89d14af7491ed7b99e5f2	2022-08-02-05-42	2022-08-02-05-50	8
s.08ce5c7e-e181-471e-9c1d-7a80b5b632d7.txt	1	4	5	4	2	1	1	2	1	1	1	1	1	5	4	3	3	3	3	3	2	iat.2022-07-25-1526.data.08ce5c7e-e181-471e-9c1d-7a80b5b632d7.txt	5f11ccbc1a1a2c08b4a99efb	62d91d8a8acf42b997a53e67	62de98081621ede055d55112	2022-07-25-15-19	2022-07-25-15-26	7
s.d5833866-1f90-4a22-8f0d-17aa3e74d0a5.txt	1	4	5	4	3	1	1	2	1	1	1	1	2	4	5	3	3	5	2	4	2	iat.2022-07-25-1538.data.d5833866-1f90-4a22-8f0d-17aa3e74d0a5.txt	5c4c53b95aa8dc00011b0dce	62d91d8a8acf42b997a53e67	62de9ad8b61e8f731bee17cc	2022-07-25-15-30	2022-07-25-15-38	8
s.f920557d-ccc2-4fea-b4d1-b52944982a88.txt	3	3	4	4	4	2	2	2	1	1	1	1	1	3	4	3	3	4	3	4	2	iat.2022-07-29-1853.data.f920557d-ccc2-4fea-b4d1-b52944982a88.txt	60c939c438c389b49847c08b	62d91d8a8acf42b997a53e67	62e40e7b925ae0e08dc05d66	2022-07-29-18-44	2022-07-29-18-53	9
s.75defe1b-3697-471a-bf73-77adc911da63.txt	2	4	4	5	4	2	2	4	1	1	1	1	2	5	5	1	2	4	5	1	1	iat.2022-07-30-2208.data.75defe1b-3697-471a-bf73-77adc911da63.txt	60aabff11bad269f664ccbc7	62d91d8a8acf42b997a53e67	62e58de2e834ed99014625d5	2022-07-30-22-00	2022-07-30-22-08	8
s.954a699e-aabd-4f77-8b90-2344794dd3f3.txt	1	3	5	5	4	1	2	1	1	1	1	1	2	5	5	2	2	2	1	5	2	iat.2022-07-26-1926.data.954a699e-aabd-4f77-8b90-2344794dd3f3.txt	6082f09379b513197ffeb54e	62d91d8a8acf42b997a53e67	62e021fb467c6a3c09769df5	2022-07-26-19-18	2022-07-26-19-26	8
s.f67de083-7e1e-4a5d-8d83-f0ce921326dc.txt	1	3	5	4	4	1	1	2	1	1	1	2	2	5	4	1	1	4	2	5	1	iat.2022-07-25-1729.data.f67de083-7e1e-4a5d-8d83-f0ce921326dc.txt	612ccc537fd00ae8b3e8b95f	62d91d8a8acf42b997a53e67	62deb4a122fd28b66dd550f5	2022-07-25-17-20	2022-07-25-17-29	9
s.28de40d6-4c58-4417-a6d1-41780cc5a0bb.txt	3	3	5	5	3	1	1	2	1	1	1	2	2	5	5	1	4	3	3	3	1	iat.2022-07-25-2246.data.28de40d6-4c58-4417-a6d1-41780cc5a0bb.txt	5f0471a92ec97b6d1aec7739	62d91d8a8acf42b997a53e67	62deff0ac1ebcb9464cb3fb4	2022-07-25-22-37	2022-07-25-22-46	9
s.4238fc5c-0d52-434a-b3ff-101d9c14ed44.txt	2	5	5	5	4	1	1	1	1	1	1	1	1	4	4	4	3	4	3	4	2	iat.2022-07-25-1534.data.4238fc5c-0d52-434a-b3ff-101d9c14ed44.txt	5e68d8b2a042a7000d529490	62d91d8a8acf42b997a53e67	62de9a028901141621ca0cb4	2022-07-25-15-26	2022-07-25-15-34	8
s.3623ca21-5e21-4f77-995a-0e06e9097ab1.txt	5	4	5	5	4	2	5	4	1	1	1	1	2	4	5	4	3	3	3	3	2	iat.2022-07-25-1848.data.3623ca21-5e21-4f77-995a-0e06e9097ab1.txt	611fce73e0a46ebc8e4b90a5	62d91d8a8acf42b997a53e67	62dec783f5c07f5b6d2bcd2f	2022-07-25-18-40	2022-07-25-18-48	8
s.bb70e213-80e6-4706-b064-b83f37db9dbb.txt	3	3	5	4	2	3	4	2	1	1	1	2	2	4	4	3	3	4	2	4	4	iat.2022-07-25-1534.data.bb70e213-80e6-4706-b064-b83f37db9dbb.txt	5ea718879d28c80bf38bcb7f	62d91d8a8acf42b997a53e67	62de99971cbc8f852283616a	2022-07-25-15-25	2022-07-25-15-34	9
s.03c5e49d-add7-4cec-aa87-cbdfcd7d0c7f.txt	2	4	5	5	4	1	2	1	1	2	2	2	2	5	5	2	1	3	3	3	2	iat.2022-07-25-1845.data.03c5e49d-add7-4cec-aa87-cbdfcd7d0c7f.txt	60ecadbc339c0f0e49a9c370	62d91d8a8acf42b997a53e67	62dec6c788cc1da24e2f35d6	2022-07-25-18-37	2022-07-25-18-45	8
s.f62b5eee-3c44-4e9c-ab6f-17901e48cee4.txt	1	2	3	3	2	1	1	1	1	1	2	2	2	4	3	2	2	3	2	3	2	iat.2022-07-25-1526.data.f62b5eee-3c44-4e9c-ab6f-17901e48cee4.txt	5ef698a927c8ea38d5bcc192	62d91d8a8acf42b997a53e67	62de979d11e7d7d3d71dceab	2022-07-25-15-16	2022-07-25-15-26	10
s.a0471740-13eb-4804-b834-bd1abe4bbb4a.txt	3	3	2	2	2	2	2	2	1	1	1	1	2	3	4	3	3	2	2	2	2	iat.2022-07-25-1635.data.a0471740-13eb-4804-b834-bd1abe4bbb4a.txt	5f2d14d99d93bf265393b8ac	62d91d8a8acf42b997a53e67	62dea6caeaa697b966bb90d6	2022-07-25-16-26	2022-07-25-16-35	9
s.9a442795-6852-4f6a-9953-3d2935518e52.txt	2	2	5	5	1	1	2	1	2	2	2	2	1	5	5	1	2	1	1	5	1	iat.2022-07-25-1626.data.9a442795-6852-4f6a-9953-3d2935518e52.txt	609a7d5287ca8fb83e0780d4	62d91d8a8acf42b997a53e67	62dea4ffae09d4f43a6c822c	2022-07-25-16-13	2022-07-25-16-26	13
s.84bb30ff-8a77-4691-9230-e18da90a21d2.txt	2	3	5	5	5	1	4	4	1	1	1	1	1	5	5	2	4	3	2	1	3	iat.2022-07-25-1547.data.84bb30ff-8a77-4691-9230-e18da90a21d2.txt	5ea1c3f3e9fb240a9b243e18	62d91d8a8acf42b997a53e67	62de9c71818509dade90f281	2022-07-25-15-36	2022-07-25-15-47	11
s.a57e9948-2ab8-4830-9f78-cc1e3ad74d65.txt	2	3	5	5	1	1	2	1	1	1	1	1	1	5	4	2	4	5	2	4	1	iat.2022-07-29-1921.data.a57e9948-2ab8-4830-9f78-cc1e3ad74d65.txt	5ebefa4d2bd5510ff39688c1	62d91d8a8acf42b997a53e67	62e4154bbe6b00b2f8955ac8	2022-07-29-19-13	2022-07-29-19-21	8
s.6fc9831f-b87b-4e88-b4e7-0d90062c46e4.txt	2	5	5	5	2	2	4	5	1	1	1	1	2	5	5	2	4	4	2	5	1	iat.2022-07-25-2102.data.6fc9831f-b87b-4e88-b4e7-0d90062c46e4.txt	5fda8761cffa3b71e6d684bf	62d91d8a8acf42b997a53e67	62dee71272c9a5018f4bd658	2022-07-25-20-55	2022-07-25-21-02	7
s.013cd45a-63e4-4022-aeb1-bbf2d1871a8f.txt	1	2	4	4	4	1	2	2	1	1	1	1	1	4	3	2	1	4	1	5	4	iat.2022-07-25-1905.data.013cd45a-63e4-4022-aeb1-bbf2d1871a8f.txt	5f6132f075b3fa0ac649fd3c	62d91d8a8acf42b997a53e67	62decb4a2f6e64d03ecb3fd3	2022-07-25-18-56	2022-07-25-19-05	9
s.9957c7e8-6ec0-4f4e-a9dc-d5d3612f652b.txt	1	3	4	3	2	1	2	1	1	1	1	1	2	4	4	2	3	5	3	4	3	iat.2022-07-26-1118.data.9957c7e8-6ec0-4f4e-a9dc-d5d3612f652b.txt	5f27df9a9858eb0008fd7aa3	62d91d8a8acf42b997a53e67	62dfa9827a57d1708a345f90	2022-07-26-10-45	2022-07-26-11-18	33
s.426d90cd-2b02-422e-9e62-7f49e58f3f62.txt	2	3	5	5	4	1	2	2	2	1	2	2	2	4	5	2	2	3	2	3	2	iat.2022-07-25-1643.data.426d90cd-2b02-422e-9e62-7f49e58f3f62.txt	6145dddfa6fcfd396e1f4f1a	62d91d8a8acf42b997a53e67	62deaa0b69f0b3b6fb14349e	2022-07-25-16-34	2022-07-25-16-43	9
s.f8d78d77-a113-4683-ba90-a69f9d1cc1aa.txt	1	1	4	3	2	1	1	1	1	1	2	2	2	4	2	1	1	4	2	1	1	iat.2022-07-25-1845.data.f8d78d77-a113-4683-ba90-a69f9d1cc1aa.txt	60b3576258dd0303232cb158	62d91d8a8acf42b997a53e67	62dec4a6d38e692056c444d4	2022-07-25-18-28	2022-07-25-18-45	17
s.4374997f-7e0a-43d2-85b3-c9e695f4cf85.txt	2	4	4	3	4	1	1	2	1	1	1	1	1	5	3	3	1	4	2	4	4	iat.2022-07-25-2219.data.4374997f-7e0a-43d2-85b3-c9e695f4cf85.txt	6166e78051425fa22de68491	62d91d8a8acf42b997a53e67	62def8c13ffb3e89f80d9163	2022-07-25-22-11	2022-07-25-22-19	8
s.77cdcd1a-4fab-4ba2-937f-3f37ced80f8a.txt	2	3	4	3	3	1	2	2	1	1	1	1	1	4	3	2	2	3	3	3	2	iat.2022-07-25-1713.data.77cdcd1a-4fab-4ba2-937f-3f37ced80f8a.txt	61465149835949882116b8c4	62d91d8a8acf42b997a53e67	62deb12b61c19c678d9355aa	2022-07-25-17-05	2022-07-25-17-13	8
s.aabf4edd-7ae8-416d-b6ed-392382689f66.txt	5	2	5	4	2	1	4	3	1	1	1	1	2	4	4	1	2	3	2	3	1	iat.2022-07-25-1921.data.aabf4edd-7ae8-416d-b6ed-392382689f66.txt	61071bc6d5e086fc27f57884	62d91d8a8acf42b997a53e67	62deced55e7ee238ccddbea4	2022-07-25-19-11	2022-07-25-19-21	10
s.cdf37bfd-13ab-4ff9-8d1f-6dd9eb7a6bc1.txt	1	4	5	5	1	1	1	1	1	1	1	1	1	5	4	1	1	4	1	4	4	iat.2022-07-25-1800.data.cdf37bfd-13ab-4ff9-8d1f-6dd9eb7a6bc1.txt	5b0a93f030d562000155259e	62d91d8a8acf42b997a53e67	62debbdd7ed1537245774107	2022-07-25-17-50	2022-07-25-18-00	10
